,key1,key2,score
1091,conf/soda/liy01,conf/icdt/libu01,0.2501492
1092,journals/corr/abs-1012-4871,journals/spe/plankd05,0.25527117
1093,conf/coling/leell94,journals/ijprai/kangkll00,0.67707
1094,conf/icn/zhangw06,conf/bmei/zhangbch08,0.28189546
1095,conf/icse/shawhor05,conf/icc/shaozzw07,0.2811697
1096,journals/nar/chenwljw06,conf/iccpol/lizww09,0.5389692
1097,conf/hipc/xieq06,conf/kbse/thummalapentax07,0.30741835
1098,journals/automatica/wangw10a,conf/iccpol/lizww09,0.65980744
1099,journals/ife/spurzembmklbmkb09,conf/apbc/huangfapsmw06,0.2501492
1100,conf/icic/siczj08,conf/haptics/ranksmh10,0.25527117
1101,journals/ieicet/marusicstk05,journals/ibmrd/wisniewskiyfcfn03,0.33189043
1102,journals/dm/cordovilov96,conf/mammo/engenbbldhay08,0.27643758
1103,journals/envsoft/abdul-wahabba05,conf/recomb/franktp05,0.27444372
1104,journals/ki/christallerfknr99,conf/colcom/schultedkse09,0.27104548
1105,conf/semweb/oldhamtsv04,conf/chi/thomasfwj04,0.251355
1106,conf/icpads/chandjm06,conf/icon/sardanaj08,0.28726974
1107,conf/vg/likk01,conf/itng/shatnawil06,0.691454
1108,conf/iticse/kagawa09,conf/iv/haradatnshmi01,0.3222589
1109,conf/atal/susgc05,journals/memetic/sattars10,0.2657199
1110,journals/acta/yangg00,conf/latin/beregjwyz08,0.72089577
1111,journals/jocn/laengwjblsh07,conf/hci/olsenlkh09,0.57732385
1112,journals/mr/tanakattso07,journals/mr/watanabetkso07,0.96382433
1113,conf/vlsid/ghoshn95,conf/icpp/nandynvsc93,0.27607316
1114,conf/icc/dulx09,conf/iconip/wanglzl06,0.2657199
1115,journals/tods/arenaspr09,conf/acsc/nguyenfdm09,0.29679576
1116,conf/icra/angkr03,conf/iccd/willslchrc93,0.27889147
1117,conf/kivs/mehlfra03,conf/lacl/burkej05,0.2657199
1118,conf/rtss/larsenpy95,conf/evow/tianzhuwyzd06,0.28189546
1119,journals/jvca/pettrecmylt06,conf/icat/herbelingct07,0.8561528
1120,conf/fskd/fengyzd05,conf/fdl/zhangd04,0.29515436
1121,journals/eccc/eccc-tr00-034,journals/smr/siebelcsr03,0.24509616
1122,conf/gcc/liuwz04,conf/sdm/hanzpj09,0.25277725
1123,conf/iv/eshaqti07,conf/iv/abidinrja03,0.27643758
1124,conf/miccai/kitaokaptrsmh02,conf/pdcat/inothk05,0.81752217
1125,journals/tcom/zhangm10a,conf/dac/zhangckk03,0.24509616
1126,journals/sigarch/vahidps01,conf/cec/currano05,0.25031546
1127,conf/biocomp/phants07,journals/ijdmb/phanspw10,0.28550652
1128,conf/ace/raadtwt04,conf/asp/nogueirabgwb01,0.7024793
1129,conf/vcip/roachm00,conf/icics/brumley06,0.2986552
1130,journals/mms/chenjswysd10,conf/witasi/chenhcr02,0.2657199
1131,journals/bioinformatics/stepanovatsb05,conf/icmla/wojtusiakmsb07,0.2908626
1132,conf/smc/moghadamw09,conf/fuzzy/kodagodawt99,0.2657199
1133,conf/icccn/lees97,conf/mascots/luolw05,0.8713937
1134,journals/siamco/basub08,journals/mor/basubb08,0.99313456
1135,journals/siamcomp/feigenbaumkmsz08,conf/sac/zhang01,0.85635
1136,conf/vecpar/martinkbg08,conf/grc/hulyzx05,0.27851304
1137,conf/acsc/neverovr05,journals/isci/ouyangf08,0.24200648
1138,journals/acta/yangg00,journals/dmtcs/wormany07,0.86601144
1139,conf/globecom/liurlyzw08,conf/icdcs/liull05,0.26569566
1140,conf/ideal/diaz-diazrna06,conf/jisbd/nepomuceno-chamorrons06,0.6892854
1141,conf/epia/trombettoninbb95,journals/ijait/neveutar08,0.9149778
1142,conf/vtc/gengpyy10,conf/avbpa/czyzbmv03,0.28189546
1143,conf/fskd/chenmyts09,conf/gis/shuaixpsm08,0.59891874
1144,conf/miccai/melonakosmbs07,conf/iccv/melonakosnmkmt07,0.6402666
1145,journals/informaticasi/toshniwalj05,conf/icon/sharmajm08,0.28610563
1146,journals/jcisd/wesseljtm98,journals/jise/fanl02,0.2657199
1147,conf/ebernburg/albrechtr90,conf/ebernburg/modelrlb90,0.7913432
1148,journals/ce/angeliv09,journals/corr/abs-0907-2222,0.30441663
1149,conf/gbrpr/morenogp07,journals/pe/takahashik95,0.28189546
1150,journals/toms/utkenftshhw08,journals/vlsisp/wangsp01,0.29765585
1151,conf/icpp/houp95,conf/ewsn/wangwxy10,0.2778414
1152,conf/usenix/fowlerhkr93,journals/prl/mitrac98,0.2717737
1153,conf/ihm/leclercq02,conf/imsccs/xuxnzl06,0.24509616
1154,conf/geoinformatics/yuchcmy10,conf/wise/wangyl08,0.2657199
1155,conf/iwpc/jeffreyfgg09,conf/www/guozfpz08,0.25248614
1156,journals/prl/changyp07,journals/isci/rohkkp09,0.3154722
1157,journals/dke/yangyyw09,journals/pami/yangzyn07,0.6182129
1158,conf/icip/lini99,journals/mj/doutreloigne06,0.25847244
1159,journals/nar/chenwljw06,conf/ibpria/wanglzy07,0.45251492
1160,conf/icra/choir00,journals/ar/chucvkmklnc10,0.2813752
1161,conf/cvpr/fengzgc09,journals/prl/fenglm02,0.27643758
1162,journals/talg/farach-coltonfm09,journals/siamcomp/faracht97,0.23035483
1163,journals/corr/abs-1012-2514,conf/dexaw/sencbgr07,0.998919
1164,conf/sccc/urrutial01,journals/endm/mazzeol04,0.9403901
1165,journals/kais/coatneyp05,conf/approx/kumarmps05,0.2657199
1166,conf/sac/liuz09,conf/date/kandemirkz03,0.2657199
1167,journals/jsyml/barwisegm71,conf/tark/barwise88,0.23519863
1168,conf/ecal/liucw05,conf/iros/liucw06,0.9991088
1169,conf/ecis/walkera03,journals/connection/miglinow04,0.32879293
1170,journals/eswa/akayak08,conf/hci/akayey07,0.8402487
1171,conf/cbsq/maidenckst03,conf/globecom/danielsch08,0.27643758
1172,conf/ipsn/degesysrpn07,conf/icmcs/thomosabs06,0.28266197
1173,conf/or/rommelfangerk04,conf/gil/muckschelsnk04,0.25527117
1174,journals/orl/basug09,conf/infocom/surivc97,0.2609203
1175,journals/fuin/kuruczn00,journals/jolli/erdelyi-szabokk08,0.27643758
1176,journals/sigpro/wanga04,conf/icpr/wangwdtlg10,0.27465966
1177,conf/cars/laportesabm04,conf/aswec/limh96,0.24509616
1178,journals/amc/palubeckis07,conf/ihm/schliengervc04,0.27309573
1179,conf/re/jarzabekz01,conf/csmr/koschkejci09,0.24509616
1180,conf/ihm/sandoz-guermondb06,journals/jgs/evanskc04,0.26246065
1181,journals/bioinformatics/vahrsonhkw96,journals/nar/hortonpofhan07,0.2501492
1182,journals/ijmr/adacherd09,conf/iiwas/fujiiekyh09,0.22558135
1183,conf/aaai/michaudllmggbbcdllmprrsvcmkl05,journals/arobots/michaudclbvbrpmlmggrcfk07,0.99488276
1184,journals/mta/rindoswchv96,journals/speech/roach94,0.2501492
1185,journals/electronicmarkets/hanappi-eggerh98,conf/groupware/gartnere93,0.22558135
1186,conf/simvis/mullerk07,conf/um/mullerkk07,0.83470637
1187,conf/gvd/ludwig90,conf/ipps/carnslrvkl09,0.2604616
1188,conf/iucs/yamaguchikkkmhymh09,journals/psychnology/coelhosstw08,0.3004132
1189,conf/sigcse/khurih99,conf/icde/silbersteinhyy05,0.2501492
1190,journals/tvcg/craciunjtm05,conf/vlsm/luzjzz05,0.5314145
1191,journals/ijbra/kozr10,conf/isbra/teggerss07,0.7693842
1192,conf/ese/guckenbiehls90,conf/aii/schafer85,0.2604616
1193,conf/asiasim/kwonp04,conf/sip/kwonpkk05,0.98177904
1194,conf/lsms/wangxzwl10,conf/icnsc/0002zgf08,0.31813073
1195,conf/chi/bloomerw96,conf/waim/gonglz06,0.2657199
1196,conf/sosp/changm87,journals/entcs/hansen10,0.25527117
1197,conf/trec/xuywlclycb02,conf/eee/zhanggy05,0.5608327
1198,conf/lics/otto95,conf/ccs/blomeros03,0.25527117
1199,conf/miccai/bogunovicl06,conf/dawak/stefanovlk05,0.25209606
1200,conf/lctrts/insk07,conf/iccpol/zhangwwqz06,0.26160216
1201,journals/networks/puertortp06,journals/mp/hochbaummnt93,0.7078693
1202,journals/tcs/dietzfelbingerms91,conf/pragweb/maassb06,0.27104548
1203,journals/taslp/henriquezaftgd09,conf/icdar/vargasfta07a,0.5966197
1204,journals/infsof/bajecvk07,conf/fast/soundararajanlgpca09,0.30327857
1205,conf/vrst/freemansz05,conf/edbt/zhouhpjtj09,0.27104548
1206,conf/focs/balcanb05,conf/icip/kavallieratoubpf01,0.27104548
1207,conf/adbis/albrechtas97,conf/webdb/klettkem00a,0.28476956
1208,journals/jsac/sugimototinkowia05,conf/sc/tanakaigu88,0.53992677
1209,conf/dac/caiw90,conf/iccs/caisbkk03,0.25589204
1210,journals/pc/donckerg98,conf/raid/guptas03,0.28741834
1211,conf/fm/hoenickem05,conf/icalp/maier01,0.9831372
1212,conf/opodis/delaetdp09,conf/sss/peres09,0.96398747
1213,conf/hci/fernandoeml09,conf/cate/fujikimjlwsykn04,0.3220574
1214,conf/icpp/xieqs05,conf/msr/thummalapentax08,0.29458356
1215,journals/ijsysc/cottenceauho08,conf/sose/gaowcm06,0.2974564
1216,journals/corr/cs-lg-0408007,journals/ton/yukgf08,0.27851304
1217,conf/icra/tenagliaoll99,conf/icse/lewisw10,0.27100027
1218,conf/iwpse/pizkab04,conf/csa/coersmeierbkpstxghl05,0.5564305
1219,conf/nca/braultambm07,journals/mcs/shenscp04,0.28189546
1220,conf/vtc/moiseevfkgspylch06,journals/aei/milicchiodps08,0.27852005
1221,conf/re/djebbisf07,journals/jpdc/herath92,0.2986552
1222,conf/date/0001bw09,conf/arcs/feys05,0.876724
1223,journals/tit/ahlswedebp95,journals/cii/luximonl09,0.2604616
1224,conf/diagrams/garciac10,journals/ijcomsys/chenh05,0.25527117
1225,conf/vr/allisonhjjz01,conf/ijcai/dudekjmw93,0.29218867
1226,conf/ieeeias/peiwypt09,conf/epew/wangdk08,0.31014022
1227,conf/nldb/bergdt10,conf/icra/jorgb98,0.26900488
1228,conf/er/bergtd10,conf/icra/jorgb98,0.31597295
1229,journals/comcom/jeongkhl09,conf/wisa/kwonl06a,0.29300523
1230,conf/ecai/picault98,conf/calisce/bersagoldkmp96,0.9175149
1231,conf/apweb/liuczx06,conf/sdm/jindall10,0.32109728
1232,conf/ipsn/barrenecheabv04,journals/corr/abs-1010-3519,0.794247
1233,journals/bioinformatics/murien08,journals/scfbm/woodyn06,0.9429154
1234,conf/isads/kamijyokaboy09,conf/icws/zulkerninemcw09,0.30574962
1235,conf/ieaaie/kanedanntih96,conf/coling/allmuallimayyk94,0.55626553
1236,journals/neco/bengiolnb95,conf/emnlp/gaowbssksz09,0.29967847
1237,journals/fgcs/barbosacyg05,conf/sbac-pad/moraesssgya05,0.59820336
1238,conf/relmics/duntschor03,conf/modelage/dunin-kepliczr97,0.29300523
1239,journals/tit/popovicsf02,journals/ieicet/matsufujif09,0.2882264
1240,conf/icip/rosekr98,conf/icip/vugm07,0.28253835
1241,conf/edutainment/chentfl06,conf/vrcai/linctw09,0.9367101
1242,conf/ifip1-7/banerjee09,conf/icdcn/nandabk09,0.2604616
1243,journals/jot/vanhooffpb06,journals/dss/mchenry03,0.27629703
1244,conf/bsn/wangzhcyzy09,conf/csse/manmlh08,0.58392817
1245,conf/ipps/xies08,conf/kbse/thummalapentax07,0.30422398
1246,conf/gil/kustermannsah08,conf/gil/schmidkah06,0.9992591
1247,conf/tfcv/roerdink02,conf/vissym/caatmr05,0.29675567
1248,conf/discex/seamonswycchhhjjssy03,journals/dt/yangwmcdvl01,0.24011251
1249,conf/vtc/bixiooor09,conf/se/herrmannsdoerferkmrt10,0.3167782
1250,conf/vg/likk01,conf/cccg/lidr06,0.5812621
1251,journals/tse/chinr87,journals/bmcbi/yangplycc10,0.31696534
1252,conf/ozchi/lucawh07,conf/ecmast/hussmannhptvz97,0.23519863
1253,conf/iros/takagiylohah06,journals/bc/yoshinotnst02,0.5659916
1254,conf/saci/baniaspc09,conf/saci/plastoic09,0.26823366
1255,journals/eswa/ortizc10,conf/iberamia/garzaca02,0.31490126
1256,conf/aina/kockarahb09,conf/smc/kockaraeshbr09,0.98697394
1257,conf/gvd/heuer90,conf/ic/heuerhzm00,0.2501492
1258,journals/pieee/horowitzlmkss03,conf/cdc/varagnolocss08,0.30589765
1259,conf/tphol/gonthiermrtt07,conf/icde/matsuofs86,0.2906389
1260,journals/jcst/qizc02,conf/rtcsa/zhuqa08,0.7812968
1261,series/sci/xugwx10,journals/corr/abs-1005-0783,0.27901286
1262,journals/dsp/halungavf10,journals/sigpro/udreavch08,0.7369724
1263,conf/isn/boccisghts95,conf/ams/daniilidishs96,0.64993376
1264,journals/networks/lucenab98,journals/bioinformatics/beasleyp07,0.2501492
1265,conf/iconip/teonots10,conf/iconip/ongtcnj10,0.99295986
1266,journals/jcisd/liuwgzx03,journals/jcisd/liuzx02,0.9986234
1267,journals/sigmobile/bromageekbdhmnnpstvgoss09,conf/lisa/capposbp0hbjh07,0.23519863
1268,conf/ideal/rodriguez-baenadan07,conf/cpaior/zanarinip07,0.2604616
1269,conf/eurocast/cabreraasgt09,conf/icb/faundez-zanuyfte06,0.25527117
1270,conf/aaai/mcglothlin10,conf/wcnc/yangt09,0.25527117
1271,journals/tog/gaudethcc88,conf/cscwd/richardscdbh01,0.23519863
1272,journals/ieicet/sanonosms09,conf/ats/inouesof03,0.62608236
1273,journals/bell/lamymmv06,conf/gvd/kiewittm06,0.24011251
1274,conf/cis/yugl04,conf/icsm/gustavssonllmb07,0.27104548
1275,conf/robocup/carpinlwbs06,conf/agp/puigsegura98,0.27309573
1276,conf/kes/kailingks04,conf/kdd/sarangim10,0.27643758
1277,journals/sigpro/bouziddb05,journals/nar/ruiz-pesinilppbmykbw07,0.27104548
1278,conf/icip/rocheryjz04,journals/pami/srivastavaj09,0.31400937
1279,conf/isnn/yuzgw09,conf/awcc/wanghwl04,0.27410224
1280,conf/lics/hofmann99a,conf/gi/lauehl91,0.25527117
1281,conf/icpr/garcia-barnesgcp08,journals/jifs/leehcw07,0.2501492
1282,conf/lctrts/lapalmeancbdb04,journals/eor/driouchibs10,0.2391303
1283,journals/arscom/hornaks96,journals/orl/hurinkp08,0.32506138
1284,journals/jss/burdm98,conf/icalt/alaghab09,0.28618905
1285,conf/icits/gazim09,journals/tit/imaihmz08,0.28741834
1286,conf/ersa/teichhrdks07,journals/pr/pau74,0.26446953
1287,conf/sefm/scheffczykbbs05,conf/iros/pathakbp08,0.2657199
1288,conf/visapp/zhangzy08,journals/aes/lijczl07,0.69704586
1289,conf/mfcs/hofmann01,journals/ki/bachfischerbhww07,0.2604616
1290,journals/jss/veerasamyvs99,conf/mobimedia/venkatesanc07a,0.28741834
1291,conf/amdo/smeetsfhvs10,conf/dsn/ademajsbt03,0.2604616
1292,conf/isica/wangww10,journals/jmm2/sunlxw09,0.29436287
1293,conf/iccc/pach86,conf/iwips/everskj99,0.33944574
1294,conf/sspr/weixg06,journals/ieicet/tianc10,0.2917887
1295,conf/escience/sinnottckown06,conf/im/mehlbkpza03,0.2501492
1296,journals/tse/gligorccdhjjlv87,conf/parelec/kasprzyknt06,0.25527117
1297,journals/ipl/acetofi03,conf/vecpar/dornelesrmpnd04,0.24509616
1298,journals/corr/abs-0910-1294,journals/ijprai/chiull10,0.24509616
1299,conf/emsoft/yangswb04,conf/mhci/yanglspjyrab08,0.40255177
1300,conf/gecco/emmerichdlk10,conf/ppsn/liesebdr08,0.5409845
1301,conf/cidr/blunschidgks07,conf/aaai/karakashianwrcb10,0.25118867
1302,conf/icpp/husonmdwl86,conf/clima/hommersoml07,0.23822871
1303,conf/bibe/dassios08,books/kl/ortega2000/hernandezzm00,0.23035483
1304,conf/isca/biswasfsdsc09,conf/pacs/oliverrsccjckac03,0.4422633
1305,conf/icai/poloro10,conf/icai/castillocjdo03,0.20719388
1306,conf/lics/altenkirchdhs01,journals/nar/steinth97,0.25985724
1307,conf/isvlsi/mutyamevx06,conf/isnn/xiexl05,0.29300523
1308,conf/lics/mullernt98,conf/ijcai/silversm07,0.33583406
1309,conf/icassp/epsteinrb10,conf/sigdial/balchandranrss09,0.732298
1310,journals/wi/winterbdehtm08,conf/gi/mullergm06,0.29300523
1311,journals/tnn/zhouxyz09,conf/icdm/zhangh04,0.27309573
1312,conf/icic/zhangzl05,journals/kais/zhangksh06,0.2501492
1313,conf/trec/boroskn00,conf/dcw/menkovns00,0.8156283
1314,journals/osn/hiratamt07,journals/ieicet/matsudaahmi08,0.27104548
1315,journals/ijrr/agarwalbghz02,conf/ai/finkjh03,0.24011251
1316,journals/ras/ferchz02,conf/dexa/zhangikk05,0.31373972
1317,conf/icalp/gargk06,journals/micro/krishnakppce09,0.24509616
1318,conf/kes/kaplanpss08,conf/crypto/damgardps05,0.2208784
1319,conf/cvpr/honghw00,journals/jei/naphadewh01,0.73751354
1320,journals/gidr/bauerl01,conf/fsttcs/bauerls06,0.7852871
1321,conf/dbpl/jacobsh91,journals/ieeemm/stentonhgrcmw07,0.2657199
1322,conf/iclp/aravindanbdfnnss96,journals/ijet/himpslb09,0.23035483
1323,journals/dm/kingano96,journals/dm/kingan97,0.99021524
1324,conf/vtc/fuyks08,journals/nar/willmitzerbw77,0.2657199
1325,conf/bibm/dimaiosps07,journals/ewc/goelpkrsw99,0.30134928
1326,journals/tog/taibts08,conf/dagstuhl/grossmss07a,0.26977924
1327,conf/icfem/taylordb00,journals/bioinformatics/whetzelpcfffghmrstwj06,0.2981984
1328,conf/umwelt/voigtbp90,conf/isbi/ericssonar08,0.29515436
1329,journals/vlc/riederrp10,conf/cscwd/fuksrbmscgl09,0.32630673
1330,conf/imtic/patoligaznw08,conf/date/kandemirkz03,0.30689827
1331,conf/jcdl/puspitasarilgczstcl07,conf/icdm/zhangh04,0.2883882
1332,conf/hci/zaharakisk07,journals/puc/mavrommatik03,0.29694247
1333,conf/mobicom/bonaldp03,conf/valuetools/proutiere07,0.27587438
1334,conf/iberamia/moralesl10,conf/micai/morales00,0.2986552
1335,conf/ncm/zhoulxc08,journals/tit/gabbaib06,0.27643758
1336,conf/ercimdl/rauberaw02,conf/comsware/samantaodazl06,0.3020373
1337,journals/bc/fukainds00,conf/csse/hujz08,0.2604616
1338,conf/nas/wangwllwcziidw09,conf/cvpr/zhuwyd08,0.33439764
1339,journals/corr/cmp-lg-9607023,conf/acl/leejl08,0.24200648
1340,journals/jcsc/vinodp00,conf/iscas/oliversmv05,0.27493802
1341,journals/ipl/chenyykof92,journals/dke/xut97,0.35213268
1342,journals/jiis/chuycmcl96,journals/cacm/chuchy96,0.8780478
1343,journals/ijns/meir91,journals/tit/maiorovm01,0.27104548
1344,conf/cec/posik05,conf/gecco/posik10a,0.27095726
1345,conf/aime/bradbrookwgfg05,journals/jcp/zabolirm08,0.29453504
1346,journals/comgeo/schindelhauervz07,journals/jcst/shouqinswy01,0.24509616
1347,conf/iros/huhwwllw09,journals/jwsr/lincwh09,0.27563792
1348,journals/cga/juurlinkaccv08,conf/iscas/chaohongcj04,0.24011251
1349,conf/icic/zhengyzzx08,conf/isnn/yangsq05,0.2604616
1350,journals/ipl/ottob96,conf/fdtc/blomeros06,0.2878613
1351,conf/casc/gago-vargashmu06,journals/tcad/lowd91,0.27301323
1352,conf/vtc/ghoshpaw09,journals/ieicet/nishiharamf09,0.2604616
1353,journals/corr/cmp-lg-9607018,journals/npl/ngll99,0.25527117
1354,journals/mam/dingikr04,conf/services/tianjcdl08,0.25527117
1355,conf/bibe/sudox04,journals/tcs/xuwzl05,0.267952
1356,conf/approx/guptahk07,conf/isca/kumarpkj07,0.2657199
1357,journals/ras/zhangtcyl09,conf/cscwd/zanghcd06a,0.40914065
1358,conf/percom/nillp03,conf/hipc/patillnxe03,0.98046744
1359,journals/mj/zhangu04,conf/ics/zhangkkc03,0.26370493
1360,journals/bioinformatics/poleksicdhd05,conf/vl/cassinottv03,0.3302417
1361,conf/infocom/chenhlcd07,conf/dexaw/yangtyc01,0.25527117
1362,conf/dasfaa/takeuchissitys10,conf/huc/kouakouyyi10,0.24011251
1363,journals/ijsr/mohanwcz09,conf/iros/dongws07,0.2967332
1364,journals/jsc/schneider90,conf/wan/schneider98,0.9989301
1365,journals/jucs/shashidharbcj03,conf/icra/bachtarlg09,0.35267374
1366,journals/infsof/chaudhri02,journals/ieicet/kimjljs05,0.2208784
1367,journals/tcs/thaiztx07,conf/icde/zhang0sz05,0.25527117
1368,conf/icic/hulhl10,journals/tsmc/yanglj06,0.28741834
1369,journals/ijwgs/kashyaprts05,conf/sigcse/finkelhsst94,0.22558135
1370,conf/civr/luofgx04,conf/nas/ruanyczf10,0.27104548
1371,journals/jwe/brambillat05,journals/jdi/loidmmcikb08,0.24042131
1372,journals/tip/mignottecpb00,conf/gw/casselcg05,0.24509616
1373,conf/dexaw/beckerm98,conf/adcs/amardeilhb02,0.25527117
1374,conf/dce/weisl93,conf/dgo/cottinghamgzwlrw04,0.25527117
1375,conf/snpd/liuyzz07,conf/ieeecit/shizllls05,0.3175273
1376,journals/cviu/wangb97,conf/cocoon/gaownwcl03,0.6575316
1377,conf/hpcs/thulasiramzg04,journals/amc/ngwang10,0.80622554
1378,conf/cdc/megliorlb08,journals/ipm/todd99,0.2604616
1379,conf/ieeescc/zhengmpb10,journals/cad/dantanmbm05,0.29300523
1380,conf/icdcs/stompr87,conf/birthday/roeverlm10,0.28777456
1381,conf/semweb/zhouwxwy07,conf/clef/liwxwm06,0.24011251
1382,conf/edoc/shafiqkmdf06,journals/spe/plankd05,0.28741834
1383,conf/fgr/yangylsl08,conf/mm/sangx10,0.79924333
1384,journals/endm/focaccilmv99,conf/fpga/loditc03,0.25527117
1385,journals/corr/cs-db-0310006,conf/mir/lesk07,0.21168461
1386,conf/nas/0005z007,conf/fskd/zhengyzh08,0.63576597
1387,journals/ipm/silveirar04,journals/ijfcs/casasnovasmmr04,0.29300523
1388,conf/ictai/ghaboosih07,conf/pldi/adamscs93,0.2657199
1389,conf/popl/colcombetf00,conf/stoc/bojanczykc05,0.9107041
1390,conf/apbc/bahadurtsha05,conf/spatialcognition/meilingerhbb06,0.27644637
1391,conf/its/zipitriale06,conf/icdcs/huazjft08,0.28937814
1392,conf/iicai/guptan05,conf/iscas/barthelemymb04,0.28189546
1393,conf/qshine/royjd09,conf/wise/chevalierjsv07,0.28741834
1394,journals/taslp/guptathbrg06,journals/procedia/marissvny10,0.2604616
1395,conf/pdcn/goebelsbpw05,conf/afrigraph/menzelg07,0.3024328
1396,journals/jss/banino86,conf/aspdac/kimhlj99,0.2657199
1397,journals/cviu/wangb97,conf/iccs/wangxsz06,0.7022898
1398,journals/nar/chenwljw06,conf/edutainment/zhongzlwz08,0.25527117
1399,journals/orl/grandoninos10,journals/tc/barsigm76,0.26246065
1400,conf/dnis/lakshminarayanyb05,conf/icpr/lum00,0.82602274
1401,journals/tecs/ramanc08,conf/icip/pattichiszr01,0.2657199
1402,conf/codes/ramanc06,conf/icip/pattichiszr01,0.2657199
1403,journals/tit/yangt07,journals/sigpro/yangt06,0.99894786
1404,conf/icpr/gongltplltz10,journals/pr/shivakumarahpt10,0.6468468
1405,journals/corr/cs-ai-0411071,journals/cviu/kjellstromrk11,0.25527117
1406,journals/jilt/greenleafacmdm00,conf/iccm/byrnemf004,0.2752262
1407,conf/iros/takagiylohah06,journals/tcs/maony86,0.29200476
1408,journals/tvcg/weilmk04,conf/acl/niulds03,0.53758556
1409,journals/lre/chall02,conf/acl/leejl08,0.29051083
1410,conf/iceis/ofarrellt07,conf/setp/hofmannt07,0.91610014
1411,conf/jmlc/velbitskyyn97,journals/expert/vlahavasbsmofpsvyn02,0.9537089
1412,journals/nar/chenwljw06,journals/ton/wangms09,0.51899946
1413,journals/computer/hameroffdlsr92,journals/ecoi/nunovoll10,0.7285464
1414,journals/candc/fu-changlx97,conf/icde/behmjll09,0.2944612
1415,conf/ifip8/liqs07c,conf/isict/lip03,0.7579687
1416,conf/wism/zhanggyzy09,journals/tvlsi/yul09,0.33816347
1417,journals/computing/bertram04,conf/gi/bertram89,0.21624614
1418,journals/candc/smithyw03,conf/wcnc/dainw10,0.24011251
1419,conf/pkc/parkbd00,conf/ccs/gorantlabn09,0.8477645
1420,journals/pvldb/pandahbb09,conf/ictai/browneegmmbcghhotww94,0.27104548
1421,conf/ectel/garrotgp07,journals/corr/abs-1010-2138,0.26900488
1422,journals/nar/kumarctmlms03,conf/tase/sunldc09,0.29445413
1423,conf/icip/wangb97a,conf/alart/mulvaneysswz05,0.65634805
1424,conf/ccgrid/xieq06,conf/ipps/xieatt08,0.2501492
1425,conf/podc/andreicadst10,journals/tcbb/weberrhdfkhhkmbh09,0.29314247
1426,journals/corr/abs-1001-3478,conf/icsap/gandhikk10,0.9474225
1427,conf/dac/drakebgkpgsb00,conf/ssd/baratismpbp09,0.19842462
1428,conf/itc/nighnbmam97,conf/adhoc-now/songach06,0.29934147
1429,journals/isci/yanglb10,conf/cascon/eskicioglum98,0.26345208
1430,conf/acl/bartlettkc08,journals/infsof/shihwc97,0.2657199
1431,conf/vtc/mizutanisa10,journals/entcs/awodeybs99,0.29209968
1432,conf/robocup/goluboviclh03,conf/nca/braultambm07,0.26818207
1433,conf/seke/silvaaamc08,conf/icse/lucenasgrcac03,0.27643758
1434,conf/aaai/lefflerle07,conf/soups/besmerwl10,0.29300523
1435,journals/ieicet/loyolaona06,conf/vtc/nagataoksa04,0.9394318
1436,conf/visualization/limk03,conf/anlp/sriharil00,0.7839246
1437,conf/accv/lihzl09,journals/mms/zhangzlmz06,0.3089721
1438,conf/globecom/niex06,conf/icic/kimk08a,0.28496537
1439,conf/c++/kirslis87,journals/corr/cmp-lg-9503002,0.21168461
1440,conf/icb/chendj06,journals/dtj/bowhillbbbbcdefgjkllmmpssst95,0.2501492
1441,conf/cc/vallee-raighlps00,conf/robocup/baltesl03,0.28189546
1442,journals/jnca/lloretgbd09,conf/lrec/tomasclpa10,0.5991878
1443,conf/iceis/chukmolba10,conf/iiwas/benharkatr04,0.8995516
1444,conf/qsic/osadaokk05,conf/compsac/suzumorikk03,0.975144
1445,conf/ijcai/gupta87,journals/jpdc/guptabg93,0.24011251
1446,conf/its/lopez-garatelm08,conf/caepia/lozanoufcum03,0.93788904
1447,journals/jacm/gottlobms09,conf/icc/lodgeb86,0.280205
1448,conf/mis/arefcfehimz02,journals/et/lvfll06,0.2807152
1449,conf/muc/aonefmk93,conf/tabletop/gallardojj08,0.30363098
1450,journals/jss/tripathikaspkvp02,journals/tse/perryrt00,0.25527117
1451,conf/iccbr/mccarthymsr05,conf/c++/koivistomr91,0.27643758
1452,journals/tvcg/weilmk04,conf/itng/shatnawil06,0.66151685
1453,conf/ccgrid/stewartz10,conf/hpdc/wallom0w05,0.25324333
1454,journals/dm/sanchez-flores95,journals/cor/romeros90,0.99183077
1455,conf/date/koehlblkp98,tr/ibm/lilog58,0.28335562
1456,conf/gcb/lindauers96,journals/et/zarniknm97,0.27643758
1457,conf/ipmi/mattoutpbdb03,conf/acisicis/metsophz09,0.3027579
1458,conf/tools/rakotonirainybil00,conf/sigdoc/leonardw89,0.798153
1459,journals/corr/abs-1007-2675,journals/corr/abs-cs-0601084,0.7627917
1460,journals/corr/abs-1005-0162,journals/cad/hsul00,0.22558135
1461,series/sci/constantinourpc09,conf/ijcnn/papadopoulosb08,0.30419165
1462,conf/edutainment/chentfl06,conf/cans/kusakawaham08,0.29035324
1463,conf/asc/kandwalb06,journals/ivc/shui-shengwl06,0.24509616
1464,conf/crv/bourezakb06,conf/aiia/piastrab91,0.28741834
1465,conf/islped/keshavarzinbhrd99,conf/iciar/roybs10,0.2657199
